[[175, 203, 189, 212, 1], [42, 222, 73, 243, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[185, 174, 197, 182, 1], [166, 196, 176, 202, 1], [168, 113, 178, 119, 1], [49, 11, 80, 32, 2], [61, 156, 92, 177, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[184, 172, 198, 182, 1], [167, 195, 176, 201, 1], [169, 113, 176, 118, 1], [43, 18, 75, 39, 2], [57, 157, 89, 178, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[183, 171, 198, 180, 1], [167, 193, 176, 200, 1], [169, 112, 178, 118, 1], [50, 16, 81, 37, 2], [57, 159, 89, 180, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[182, 169, 199, 180, 0], [168, 192, 178, 199, 1], [168, 110, 180, 118, 1], [56, 160, 87, 181, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[184, 169, 197, 178, 1], [171, 192, 177, 196, 1], [167, 110, 180, 118, 1], [55, 160, 87, 181, 2], [23, 129, 54, 150, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[183, 168, 198, 178, 1], [169, 189, 180, 196, 1], [169, 110, 180, 118, 1], [55, 161, 87, 182, 2], [23, 128, 54, 149, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[181, 165, 200, 178, 1], [171, 189, 179, 194, 1], [170, 111, 180, 117, 1], [64, 165, 95, 185, 2], [23, 129, 55, 150, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[183, 166, 198, 176, 1], [173, 188, 180, 193, 1], [169, 109, 182, 118, 1], [65, 164, 96, 185, 2], [23, 131, 54, 152, 2], [39, 132, 71, 153, 2], [53, 122, 85, 142, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[183, 165, 197, 175, 1], [173, 186, 181, 191, 1], [171, 109, 182, 117, 1], [66, 165, 98, 186, 2], [13, 146, 44, 166, 2], [35, 137, 66, 158, 2], [51, 125, 83, 145, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[182, 163, 199, 174, 0], [174, 185, 181, 190, 1], [172, 108, 183, 116, 1], [160, 207, 168, 213, 1], [68, 166, 99, 187, 2], [45, 146, 76, 166, 2], [52, 127, 83, 147, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[177, 159, 203, 176, 1], [172, 182, 183, 190, 1], [173, 108, 183, 115, 1], [162, 207, 167, 210, 1], [68, 168, 100, 189, 2], [43, 147, 75, 167, 2], [51, 130, 83, 151, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[179, 159, 202, 174, 0], [172, 180, 184, 189, 1], [173, 107, 184, 115, 1], [163, 206, 168, 210, 1], [67, 170, 99, 190, 2], [44, 148, 75, 169, 2], [50, 132, 81, 153, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[181, 159, 200, 171, 0], [175, 181, 182, 186, 1], [173, 107, 184, 114, 1], [162, 205, 170, 210, 1], [65, 171, 96, 192, 2], [42, 151, 73, 172, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[174, 179, 184, 186, 1], [174, 106, 184, 113, 1], [164, 205, 169, 209, 1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[172, 176, 187, 186, 1], [170, 103, 188, 115, 1], [164, 205, 170, 209, 1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[173, 176, 185, 184, 1], [174, 105, 185, 112, 1], [165, 203, 173, 209, 1], [173, 90, 177, 93, 1], [188, 158, 200, 166, 1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[170, 173, 188, 185, 1], [173, 103, 187, 113, 1], [165, 202, 174, 209, 1], [174, 90, 178, 93, 1], [189, 157, 200, 164, 1], [40, 266, 71, 287, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[171, 172, 187, 182, 1], [171, 102, 189, 113, 1], [164, 201, 176, 209, 1], [174, 89, 180, 93, 1], [191, 155, 201, 162, 1], [37, 271, 69, 292, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[171, 171, 185, 180, 1], [175, 103, 185, 110, 1], [164, 200, 177, 208, 1], [174, 89, 181, 93, 1], [188, 152, 204, 163, 1], [35, 276, 66, 297, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[171, 169, 185, 179, 0], [171, 100, 190, 112, 1], [167, 201, 175, 205, 1], [176, 89, 181, 92, 1], [186, 150, 210, 166, 1], [35, 268, 67, 289, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[175, 101, 188, 110, 1], [167, 200, 176, 205, 1], [174, 87, 184, 94, 1], [191, 151, 207, 162, 1], [33, 271, 65, 292, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[173, 99, 191, 111, 1], [167, 199, 176, 205, 1], [177, 88, 183, 92, 1], [187, 146, 215, 165, 1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[172, 97, 192, 111, 1], [168, 199, 177, 205, 1], [176, 87, 184, 92, 1], [194, 148, 210, 159, 1], [60, 269, 91, 290, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[170, 94, 196, 112, 1], [169, 198, 178, 204, 1], [178, 87, 184, 91, 1], [190, 145, 213, 160, 1], [57, 272, 89, 293, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[175, 97, 193, 109, 1], [169, 198, 179, 204, 1], [178, 86, 185, 91, 1], [196, 147, 208, 155, 1], [53, 275, 85, 296, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[173, 95, 196, 110, 1], [169, 197, 181, 205, 1], [180, 87, 185, 90, 1], [194, 145, 210, 155, 1], [51, 277, 83, 298, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[176, 95, 197, 109, 1], [171, 197, 181, 204, 1], [179, 85, 187, 91, 1], [193, 143, 211, 155, 1], [50, 280, 81, 301, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[180, 96, 194, 106, 1], [171, 196, 182, 204, 1], [177, 84, 188, 91, 1], [194, 142, 210, 153, 1], [46, 282, 77, 303, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[178, 94, 198, 107, 1], [172, 196, 182, 203, 1], [173, 81, 193, 94, 0], [195, 141, 210, 151, 1], [171, 183, 177, 187, 1], [43, 283, 75, 304, 2], [37, 32, 68, 53, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[178, 92, 201, 108, 1], [172, 195, 183, 202, 1], [171, 80, 194, 95, 0], [194, 139, 211, 150, 1], [171, 182, 178, 186, 1], [37, 39, 69, 60, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[185, 96, 197, 104, 1], [173, 196, 182, 201, 0], [175, 82, 192, 93, 0], [193, 137, 212, 150, 1], [170, 180, 180, 187, 1], [37, 45, 68, 66, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[167, 83, 217, 117, 1], [172, 195, 183, 202, 0], [175, 84, 189, 93, 0], [194, 136, 212, 148, 1], [171, 180, 179, 185, 1], [36, 49, 67, 70, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[166, 82, 219, 118, 1], [172, 194, 184, 202, 0], [174, 80, 196, 95, 0], [195, 134, 214, 147, 1], [172, 180, 179, 184, 1], [37, 53, 68, 73, 2], [56, 202, 87, 223, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[184, 94, 201, 105, 1], [172, 194, 184, 202, 0], [165, 76, 201, 100, 0], [198, 135, 214, 145, 1], [173, 179, 178, 183, 1], [35, 46, 67, 67, 2], [57, 205, 89, 226, 2], [29, 99, 60, 120, 2], [39, 21, 70, 42, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[175, 87, 211, 111, 1], [171, 193, 184, 202, 0], [202, 134, 215, 143, 1], [172, 177, 180, 183, 1], [37, 51, 69, 72, 2], [59, 204, 91, 225, 2], [30, 98, 61, 119, 2], [39, 29, 71, 50, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[177, 89, 209, 110, 1], [200, 131, 221, 144, 1], [172, 176, 180, 182, 1], [64, 205, 95, 226, 2], [33, 102, 64, 122, 2], [39, 36, 71, 57, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[182, 91, 204, 107, 1], [205, 132, 219, 141, 1], [171, 175, 181, 181, 1], [66, 206, 98, 227, 2], [35, 106, 66, 127, 2], [39, 39, 70, 60, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[177, 87, 211, 110, 1], [208, 133, 219, 140, 1], [173, 175, 179, 179, 1], [71, 207, 102, 228, 2], [29, 106, 60, 127, 2], [41, 42, 72, 63, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[169, 82, 217, 113, 1], [209, 133, 219, 139, 1], [171, 173, 181, 179, 1], [74, 210, 105, 231, 2], [35, 115, 66, 136, 2], [42, 46, 73, 67, 2], [27, 176, 58, 197, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[174, 85, 212, 111, 1], [211, 133, 220, 139, 1], [172, 172, 180, 178, 1], [74, 212, 105, 233, 2], [43, 50, 75, 71, 2], [32, 170, 63, 190, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[166, 78, 225, 118, 1], [214, 134, 219, 137, 1], [172, 172, 181, 177, 1], [137, 60, 148, 68, 1], [75, 214, 107, 234, 2], [27, 173, 58, 194, 2], [21, 255, 52, 276, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[214, 133, 221, 138, 1], [172, 171, 182, 177, 1], [139, 60, 147, 66, 1], [77, 216, 108, 236, 2], [23, 177, 55, 197, 2], [23, 255, 54, 276, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[215, 134, 222, 138, 1], [173, 170, 182, 176, 1], [127, 54, 158, 75, 1], [19, 181, 51, 202, 2], [17, 265, 48, 286, 2], [183, 150, 241, 208, 3], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[197, 121, 243, 152, 0], [174, 170, 182, 175, 1], [130, 56, 152, 71, 1], [15, 186, 46, 207, 2], [23, 272, 55, 293, 2], [46, 184, 77, 205, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[217, 134, 227, 140, 0], [173, 168, 183, 175, 1], [138, 59, 144, 64, 1], [191, 113, 196, 117, 1], [21, 270, 53, 291, 2], [40, 185, 71, 206, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[219, 134, 230, 141, 0], [175, 168, 181, 172, 1], [139, 58, 142, 61, 1], [173, 100, 216, 128, 0], [21, 269, 53, 290, 2], [35, 187, 66, 208, 2], [35, 122, 66, 143, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[217, 132, 236, 145, 0], [174, 167, 183, 172, 1], [136, 56, 144, 61, 1], [177, 102, 213, 126, 0], [23, 268, 55, 289, 2], [29, 190, 60, 211, 2], [35, 129, 66, 150, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[207, 125, 250, 154, 0], [174, 166, 183, 172, 1], [135, 55, 143, 60, 1], [177, 101, 212, 124, 1], [21, 198, 53, 219, 2], [34, 133, 65, 154, 2], [48, 192, 79, 213, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[217, 132, 244, 150, 0], [175, 165, 183, 171, 1], [132, 52, 144, 60, 1], [187, 109, 196, 116, 1], [35, 136, 66, 157, 2], [43, 193, 75, 214, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[176, 164, 183, 169, 1], [133, 52, 142, 58, 1], [188, 108, 200, 116, 1], [33, 140, 65, 161, 2], [39, 195, 71, 216, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[174, 161, 185, 169, 1], [130, 49, 143, 58, 1], [184, 104, 206, 119, 0], [33, 144, 65, 165, 2], [35, 196, 66, 217, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[175, 161, 185, 167, 1], [130, 48, 141, 55, 1], [189, 109, 192, 112, 1], [150, 209, 178, 227, 1], [27, 152, 58, 173, 2], [30, 198, 61, 219, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[176, 161, 183, 165, 1], [131, 47, 139, 53, 1], [186, 107, 196, 114, 0], [155, 212, 171, 223, 0], [25, 155, 57, 176, 2], [28, 199, 59, 220, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[174, 158, 185, 166, 1], [131, 46, 139, 51, 1], [187, 106, 198, 114, 1], [162, 216, 168, 220, 1], [39, 72, 71, 93, 2], [71, 153, 102, 173, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[175, 158, 185, 165, 1], [130, 44, 140, 50, 1], [183, 103, 203, 116, 1], [164, 216, 169, 219, 1], [37, 76, 69, 96, 2], [66, 155, 97, 176, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[175, 157, 185, 164, 1], [131, 44, 137, 48, 1], [174, 97, 212, 122, 1], [153, 207, 180, 224, 0], [35, 79, 67, 100, 2], [63, 157, 94, 178, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[176, 156, 184, 162, 1], [130, 42, 137, 47, 1], [190, 107, 200, 114, 1], [164, 214, 168, 217, 0], [27, 87, 58, 108, 2], [53, 153, 84, 174, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
[[174, 154, 186, 163, 1], [126, 39, 139, 47, 1], [189, 105, 203, 115, 1], [165, 213, 171, 217, 1], [26, 89, 57, 109, 2], [54, 155, 85, 176, 2], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1], [-1, -1, -1, -1, -1]]
